Over,Length,Line,Position,Inside Circle,Outside Circle
19,Unknown,Outside-off,Square-leg,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
20,Unknown,Outside-off,Square-leg,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
1,Unknown,Outside-off,Third-man,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°)"
2,Unknown,Outside-off,Third-man,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°)"
3,Unknown,Outside-off,Third-man,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°)"
4,Unknown,Outside-off,Third-man,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°)"
5,Unknown,Outside-off,Third-man,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°)"
6,Unknown,Outside-off,Third-man,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°)"
7,Unknown,Outside-off,Third-man,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
8,Unknown,Outside-off,Third-man,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
9,Unknown,Outside-off,Third-man,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
10,Unknown,Outside-off,Third-man,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
11,Unknown,Outside-off,Third-man,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
12,Unknown,Outside-off,Third-man,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
13,Unknown,Outside-off,Third-man,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
14,Unknown,Outside-off,Third-man,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
15,Unknown,Outside-off,Third-man,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
16,Unknown,Outside-off,Third-man,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
17,Unknown,Outside-off,Third-man,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
18,Unknown,Outside-off,Third-man,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
19,Unknown,Outside-off,Third-man,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
20,Unknown,Outside-off,Third-man,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
1,Unknown,Outside-off,Unknown,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°)"
2,Unknown,Outside-off,Unknown,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°)"
3,Unknown,Outside-off,Unknown,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°)"
4,Unknown,Outside-off,Unknown,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°)"
5,Unknown,Outside-off,Unknown,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°)"
6,Unknown,Outside-off,Unknown,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°)"
7,Unknown,Outside-off,Unknown,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
8,Unknown,Outside-off,Unknown,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
9,Unknown,Outside-off,Unknown,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
10,Unknown,Outside-off,Unknown,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
11,Unknown,Outside-off,Unknown,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
12,Unknown,Outside-off,Unknown,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
13,Unknown,Outside-off,Unknown,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
14,Unknown,Outside-off,Unknown,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
15,Unknown,Outside-off,Unknown,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
16,Unknown,Outside-off,Unknown,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
17,Unknown,Outside-off,Unknown,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
18,Unknown,Outside-off,Unknown,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
19,Unknown,Outside-off,Unknown,"Leg Slip (Distance: 10m, Angle: 20°), Slip (Distance: 15m, Angle: 345°), Backward Short Leg (Distance: 15m, Angle: 10°), Gully (Distance: 25m, Angle: 320°), Leg Gully (Distance: 25m, Angle: 40°), Short Fine Leg (Distance: 25m, Angle: 20°), Fly Slip (Distance: 30m, Angle: 330°)","Mid-Off (Distance: 40m, Angle: 210°), Mid-On (Distance: 40m, Angle: 150°), Cover Point (Distance: 55m, Angle: 250°), Forward Square Leg (Distance: 55m, Angle: 100°), Point (Distance: 60m, Angle: 270°)"
